Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Gujarat,587.1,22,Large,2021-03-02,9,Paneer,Sudha,374.12,49.82,18638.6584,8,Refrigerated,2021-02-07,2021-02-15,148,51.77,7661.96,Tamil Nadu,Wholesale,226,81.19,36.33
Telangana,430.21,70,Large,2022-04-12,3,Cheese,Dynamix Dairies,956.86,19.12,18295.163200000003,55,Frozen,2022-02-18,2022-04-14,505,14.62,7383.1,Chandigarh,Online,451,17.15,55.21
Chandigarh,679.85,39,Large,2022-05-17,1,Milk,Amul,571.63,93.68,53550.29840000001,1,Polythene Packet,2022-05-03,2022-05-04,480,98.2,47136.0,Karnataka,Online,91,12.33,116.74
Tamil Nadu,43.5,33,Medium,2022-01-05,1,Milk,Sudha,234.32,14.61,3423.4152,21,Tetra Pack,2022-01-02,2022-01-23,190,16.3,3097.0,Telangana,Wholesale,44,33.15,99.45
Jharkhand,411.18,76,Small,2019-06-21,1,Milk,Raj,62.47,94.83,5924.0301,1,Polythene Packet,2019-05-30,2019-05-31,48,90.06,4322.88,Delhi,Wholesale,14,60.09,140.31
Tamil Nadu,660.68,25,Medium,2020-02-20,5,Ice Cream,Mother Dairy,249.49,89.82,22409.1918,25,Frozen,2020-01-28,2020-02-22,180,87.33,15719.4,Bihar,Retail,69,20.13,90.92
Bihar,467.23,46,Small,2019-02-19,2,Butter,Warana,351.25,51.05,17931.3125,32,Frozen,2019-01-15,2019-02-16,350,51.0,17850.0,Maharashtra,Wholesale,1,56.15,124.41
Uttar Pradesh,69.39,89,Medium,2022-07-04,5,Ice Cream,Palle2patnam,653.12,60.52,39526.822400000005,23,Frozen,2022-05-27,2022-06-19,148,61.4,9087.2,West Bengal,Online,505,85.4,100.04
Maharashtra,416.62,96,Medium,2020-10-28,10,Ghee,Mother Dairy,306.96,81.46,25004.961599999995,92,Ambient,2020-09-10,2020-12-11,62,78.91,4892.42,Karnataka,Wholesale,244,92.23,158.58
Karnataka,265.08,84,Small,2019-04-06,2,Butter,Parag Milk Foods,332.23,30.78,10226.039400000001,40,Frozen,2019-03-26,2019-05-05,328,27.15,8905.2,Telangana,Wholesale,4,72.73,175.3
Uttar Pradesh,529.82,15,Small,2019-12-18,1,Milk,Amul,313.25,32.66,10230.744999999999,1,Polythene Packet,2019-11-21,2019-11-22,73,32.72,2388.56,Rajasthan,Online,240,37.04,97.71
Tamil Nadu,976.02,95,Small,2019-02-24,6,Curd,Amul,488.83,42.69,20868.1527,6,Refrigerated,2019-02-13,2019-02-19,167,41.02,6850.34,Delhi,Wholesale,321,97.56,36.85
Chandigarh,689.29,66,Large,2021-07-21,10,Ghee,Sudha,93.31,86.93,8111.438300000001,68,Ambient,2021-05-25,2021-08-01,76,89.11,6772.36,West Bengal,Online,17,54.14,57.36
Madhya Pradesh,392.76,89,Large,2020-06-16,2,Butter,Amul,901.18,53.26,47996.84679999999,34,Refrigerated,2020-05-01,2020-06-04,637,51.25,32646.25,Bihar,Wholesale,264,84.76,98.3
West Bengal,475.44,21,Small,2019-10-23,10,Ghee,Mother Dairy,51.63,52.64,2717.8032000000003,62,Ambient,2019-08-29,2019-10-30,37,53.69,1986.53,Rajasthan,Online,14,20.21,103.84
Uttar Pradesh,580.01,20,Medium,2022-10-07,3,Cheese,Amul,254.0,31.29,7947.66,59,Frozen,2022-08-26,2022-10-24,222,34.02,7552.44,Delhi,Wholesale,32,67.02,103.94
Haryana,587.83,20,Medium,2021-01-03,2,Butter,Amul,650.03,57.57,37422.2271,31,Frozen,2020-12-02,2021-01-02,74,52.88,3913.12,Karnataka,Online,576,71.8,107.14
Karnataka,257.67,56,Large,2019-09-26,4,Yogurt,Dodla Dairy,365.86,69.14,25295.560400000002,25,Refrigerated,2019-07-31,2019-08-25,286,65.31,18678.66,Maharashtra,Online,79,40.27,33.03
Madhya Pradesh,314.25,52,Large,2022-11-21,1,Milk,Mother Dairy,448.09,75.81,33969.7029,2,Polythene Packet,2022-11-18,2022-11-20,329,71.75,23605.75,Haryana,Wholesale,119,83.63,87.78
Gujarat,91.39,35,Medium,2022-09-01,10,Ghee,Amul,346.96,60.81,21098.6376,86,Ambient,2022-08-06,2022-10-31,127,60.5,7683.5,Delhi,Retail,219,88.7,175.22
Kerala,234.19,28,Large,2022-02-06,6,Curd,Mother Dairy,120.49,82.44,9933.1956,6,Refrigerated,2021-12-22,2021-12-28,25,81.53,2038.25,Uttar Pradesh,Wholesale,95,41.61,78.62
Tamil Nadu,378.64,32,Medium,2022-06-15,10,Ghee,Raj,338.0,35.93,12144.34,63,Ambient,2022-04-20,2022-06-22,15,31.92,478.8,Kerala,Online,323,91.88,61.19
Bihar,791.28,13,Medium,2020-03-15,4,Yogurt,Amul,727.93,36.85,26824.2205,23,Refrigerated,2020-02-29,2020-03-23,578,33.43,19322.54,Bihar,Retail,149,44.0,123.04
Rajasthan,449.32,28,Small,2022-01-26,4,Yogurt,Amul,537.05,48.49,26041.5545,30,Frozen,2021-12-24,2022-01-23,69,51.52,3554.88,Delhi,Retail,468,24.87,156.18
Kerala,827.14,66,Medium,2020-07-13,8,Buttermilk,Mother Dairy,171.89,42.04,7226.2555999999995,8,Refrigerated,2020-06-24,2020-07-02,150,46.04,6906.0,Haryana,Wholesale,21,23.42,50.53
Delhi,83.63,82,Medium,2022-11-22,3,Cheese,Amul,351.92,31.84,11205.132800000001,63,Refrigerated,2022-10-08,2022-12-10,27,28.5,769.5,West Bengal,Retail,324,45.13,146.71
Maharashtra,500.17,74,Medium,2022-01-26,1,Milk,Sudha,833.04,37.3,31072.391999999996,22,Tetra Pack,2021-12-28,2022-01-19,280,40.12,11233.6,Gujarat,Online,553,22.61,24.8
West Bengal,676.47,15,Small,2022-02-13,9,Paneer,Raj,164.66,61.72,10162.8152,14,Refrigerated,2021-12-25,2022-01-08,14,57.35,802.9,Maharashtra,Retail,150,49.92,61.22
Tamil Nadu,762.07,70,Small,2021-11-15,8,Buttermilk,Sudha,948.97,48.5,46025.045,14,Refrigerated,2021-11-02,2021-11-16,568,43.84,24901.12,Jharkhand,Wholesale,380,37.89,193.63
West Bengal,141.62,85,Large,2020-10-19,9,Paneer,Sudha,272.32,91.07,24800.182399999998,7,Refrigerated,2020-09-06,2020-09-13,237,90.1,21353.7,Karnataka,Retail,35,12.45,117.28
Delhi,628.29,10,Large,2021-08-12,6,Curd,Raj,312.86,82.16,25704.5776,5,Refrigerated,2021-07-27,2021-08-01,171,84.4,14432.4,Chandigarh,Retail,141,95.91,156.48
Chandigarh,213.69,80,Large,2022-09-20,7,Lassi,Raj,273.95,19.1,5232.445000000001,12,Refrigerated,2022-09-12,2022-09-24,91,17.16,1561.56,Bihar,Retail,182,60.21,49.25
Rajasthan,451.77,60,Small,2021-08-25,4,Yogurt,Amul,520.57,31.5,16397.955,28,Frozen,2021-07-09,2021-08-06,476,32.86,15641.36,West Bengal,Wholesale,44,36.81,157.46
Delhi,159.56,50,Small,2022-06-21,4,Yogurt,Dodla Dairy,601.41,43.67,26263.5747,26,Frozen,2022-06-16,2022-07-12,351,39.29,13790.79,Madhya Pradesh,Online,250,77.07,188.19
Telangana,393.21,86,Small,2020-11-23,9,Paneer,Amul,304.92,24.64,7513.228800000001,11,Refrigerated,2020-10-02,2020-10-13,284,22.2,6304.8,Uttar Pradesh,Wholesale,20,55.72,57.17
Delhi,760.61,57,Medium,2022-12-28,2,Butter,Mother Dairy,987.98,69.0,68170.62,36,Refrigerated,2022-12-16,2023-01-21,246,65.63,16144.98,Bihar,Online,741,98.97,64.19
Delhi,299.01,70,Large,2022-03-27,8,Buttermilk,Amul,76.53,86.26,6601.477800000001,9,Refrigerated,2022-02-15,2022-02-24,35,88.21,3087.35,Jharkhand,Wholesale,41,63.78,88.81
West Bengal,552.55,64,Large,2019-08-10,1,Milk,Sudha,513.42,76.65,39353.643,1,Polythene Packet,2019-06-21,2019-06-22,297,75.13,22313.61,Rajasthan,Retail,216,86.13,196.86
Uttar Pradesh,878.23,72,Large,2020-11-06,9,Paneer,Raj,553.89,35.2,19496.928,13,Refrigerated,2020-09-21,2020-10-04,522,39.54,20639.88,Rajasthan,Retail,31,95.82,68.61
Delhi,196.69,83,Small,2021-05-06,8,Buttermilk,Amul,801.45,57.51,46091.3895,12,Refrigerated,2021-04-18,2021-04-30,267,60.57,16172.19,Karnataka,Retail,534,89.01,81.61
Uttar Pradesh,772.69,30,Large,2022-07-02,3,Cheese,Amul,616.33,45.7,28166.281000000003,52,Refrigerated,2022-06-03,2022-07-25,402,42.62,17133.24,Jharkhand,Wholesale,214,32.57,66.86
Uttar Pradesh,548.18,71,Small,2022-02-13,10,Ghee,Sudha,851.51,23.4,19925.334,135,Ambient,2022-02-05,2022-06-20,219,27.07,5928.33,West Bengal,Wholesale,632,40.78,110.08
Delhi,683.67,58,Large,2019-05-18,4,Yogurt,Palle2patnam,299.28,34.4,10295.231999999998,29,Frozen,2019-03-30,2019-04-28,277,31.0,8587.0,Chandigarh,Online,22,16.92,120.15
Karnataka,283.17,41,Large,2021-12-06,3,Cheese,Britannia Industries,509.53,29.74,15153.422199999999,68,Frozen,2021-11-06,2022-01-13,195,31.99,6238.05,Chandigarh,Wholesale,314,96.59,113.47
Maharashtra,370.75,60,Medium,2019-09-17,3,Cheese,Britannia Industries,473.8,31.43,14891.534,49,Refrigerated,2019-07-29,2019-09-16,280,31.23,8744.4,Haryana,Retail,193,56.66,189.64
Telangana,879.18,77,Small,2020-08-12,6,Curd,Raj,833.57,93.26,77738.7382,6,Refrigerated,2020-08-11,2020-08-17,805,91.05,73295.25,Bihar,Retail,28,43.02,113.8
West Bengal,851.33,90,Large,2021-05-14,6,Curd,Mother Dairy,809.5,80.62,65261.89000000001,7,Refrigerated,2021-05-07,2021-05-14,153,84.1,12867.3,Delhi,Online,656,93.75,86.31
Telangana,873.71,78,Large,2019-02-11,10,Ghee,Sudha,114.7,75.55,8665.585,122,Ambient,2019-01-10,2019-05-12,22,74.7,1643.4,Delhi,Wholesale,92,30.44,138.17
Kerala,960.61,40,Small,2019-09-18,2,Butter,Amul,140.43,53.43,7503.1749,35,Frozen,2019-08-06,2019-09-10,128,52.59,6731.52,Tamil Nadu,Wholesale,12,92.03,100.15
Delhi,772.15,41,Large,2022-09-15,4,Yogurt,Mother Dairy,590.83,49.02,28962.486600000004,26,Frozen,2022-07-17,2022-08-12,435,49.51,21536.85,Chandigarh,Online,155,22.19,58.33
Uttar Pradesh,478.54,20,Small,2019-01-27,10,Ghee,Sudha,792.59,59.56,47206.6604,106,Ambient,2019-01-03,2019-04-19,726,60.52,43937.52,Uttar Pradesh,Retail,66,63.91,159.72
Delhi,884.13,48,Medium,2021-08-22,3,Cheese,Passion Cheese,657.24,99.19,65191.6356,26,Frozen,2021-06-25,2021-07-21,631,100.45,63383.95,Jharkhand,Wholesale,26,26.28,65.48
Maharashtra,270.92,23,Medium,2020-05-01,4,Yogurt,Palle2patnam,239.22,21.33,5102.562599999999,26,Frozen,2020-03-30,2020-04-25,104,24.84,2583.36,Madhya Pradesh,Online,135,57.51,118.0
Chandigarh,363.89,79,Medium,2020-09-16,10,Ghee,Raj,768.63,32.55,25018.906499999997,125,Ambient,2020-08-23,2020-12-26,637,36.43,23205.91,Gujarat,Retail,131,53.81,27.1
Telangana,955.7,100,Large,2019-09-17,5,Ice Cream,Amul,388.51,29.65,11519.3215,25,Frozen,2019-08-21,2019-09-15,198,26.72,5290.56,West Bengal,Retail,190,88.47,96.67
Bihar,796.95,32,Large,2022-04-27,8,Buttermilk,Raj,397.33,32.39,12869.5187,9,Refrigerated,2022-04-04,2022-04-13,125,30.96,3870.0,Delhi,Online,272,70.81,160.15
Delhi,39.69,93,Large,2021-01-25,5,Ice Cream,Dodla Dairy,34.61,72.6,2512.6859999999997,28,Frozen,2020-12-17,2021-01-14,24,73.86,1772.64,Bihar,Retail,10,33.25,188.85
Rajasthan,763.08,39,Small,2019-07-05,2,Butter,Mother Dairy,168.98,13.18,2227.1564,28,Frozen,2019-05-31,2019-06-28,65,9.21,598.65,Telangana,Retail,103,58.78,65.12
Madhya Pradesh,703.23,61,Small,2020-03-14,3,Cheese,Britannia Industries,37.63,36.46,1371.9898,40,Refrigerated,2020-02-13,2020-03-24,13,31.88,414.44,Tamil Nadu,Wholesale,24,93.62,75.96
Karnataka,889.62,33,Medium,2020-07-22,10,Ghee,Mother Dairy,265.64,42.34,11247.1976,133,Ambient,2020-06-02,2020-10-13,47,38.48,1808.56,Karnataka,Wholesale,218,91.2,141.21
Karnataka,232.58,68,Large,2022-01-15,2,Butter,Mother Dairy,43.8,92.62,4056.756,26,Refrigerated,2022-01-13,2022-02-08,9,95.32,857.88,Maharashtra,Retail,34,14.78,112.01
Chandigarh,590.47,75,Large,2022-04-20,6,Curd,Mother Dairy,410.79,66.24,27210.7296,5,Refrigerated,2022-03-09,2022-03-14,54,63.97,3454.38,Madhya Pradesh,Retail,356,37.13,79.5
Haryana,762.0,93,Small,2022-05-18,7,Lassi,Mother Dairy,678.13,50.66,34354.0658,13,Refrigerated,2022-04-28,2022-05-11,526,49.4,25984.4,West Bengal,Online,152,54.19,56.09
Rajasthan,321.55,48,Medium,2019-12-15,9,Paneer,Mother Dairy,307.25,15.66,4811.535,11,Refrigerated,2019-11-21,2019-12-02,24,17.37,416.88,Madhya Pradesh,Online,283,93.72,87.63
Jharkhand,725.53,35,Small,2021-04-01,9,Paneer,Sudha,131.11,98.36,12895.9796,9,Refrigerated,2021-03-11,2021-03-20,10,102.76,1027.6,Jharkhand,Wholesale,121,82.32,115.55
Bihar,850.94,26,Large,2021-12-01,8,Buttermilk,Raj,792.68,77.24,61226.60319999999,10,Refrigerated,2021-11-27,2021-12-07,61,79.92,4875.12,Gujarat,Retail,731,86.7,174.64
Chandigarh,429.75,77,Small,2022-08-26,5,Ice Cream,Mother Dairy,899.77,42.12,37898.312399999995,29,Frozen,2022-06-29,2022-07-28,509,43.16,21968.44,Delhi,Online,390,19.34,154.01
Maharashtra,552.53,55,Small,2020-11-16,1,Milk,Raj,216.86,69.91,15160.6826,25,Tetra Pack,2020-10-20,2020-11-14,23,73.41,1688.43,Haryana,Online,193,30.08,46.07
Delhi,843.84,12,Medium,2020-02-06,7,Lassi,Mother Dairy,875.58,75.29,65922.41820000001,18,Refrigerated,2020-02-02,2020-02-20,42,73.5,3087.0,Rajasthan,Retail,833,85.27,109.45
Delhi,505.83,34,Large,2019-11-14,9,Paneer,Mother Dairy,602.68,84.02,50637.173599999995,12,Refrigerated,2019-11-05,2019-11-17,312,82.4,25708.8,West Bengal,Wholesale,290,21.1,189.21
Bihar,29.92,80,Medium,2019-01-27,6,Curd,Mother Dairy,863.98,15.77,13624.9646,5,Refrigerated,2018-12-19,2018-12-24,105,15.86,1665.3,Bihar,Retail,758,91.52,138.76
Haryana,161.28,26,Large,2021-10-06,10,Ghee,Sudha,434.35,39.28,17061.268,131,Ambient,2021-08-14,2021-12-23,75,39.66,2974.5,Kerala,Wholesale,359,23.38,162.88
Kerala,29.03,76,Large,2022-10-04,7,Lassi,Amul,556.7,13.37,7443.079,17,Refrigerated,2022-09-15,2022-10-02,471,12.75,6005.25,Maharashtra,Online,85,98.61,167.4
Madhya Pradesh,166.54,60,Medium,2020-06-04,10,Ghee,Raj,388.15,76.7,29771.105,115,Ambient,2020-05-05,2020-08-28,387,77.97,30174.39,Chandigarh,Retail,1,84.74,20.41
Delhi,637.95,70,Medium,2020-06-27,10,Ghee,Raj,697.67,28.79,20085.919299999998,83,Ambient,2020-05-01,2020-07-23,186,28.39,5280.54,Madhya Pradesh,Online,511,65.1,28.95
Madhya Pradesh,692.91,99,Small,2022-04-24,9,Paneer,Sudha,845.77,29.42,24882.5534,8,Refrigerated,2022-03-07,2022-03-15,672,25.45,17102.4,Chandigarh,Retail,173,11.32,160.13
Delhi,743.39,38,Large,2020-09-20,8,Buttermilk,Mother Dairy,834.03,97.04,80934.2712,8,Refrigerated,2020-09-15,2020-09-23,85,98.75,8393.75,Tamil Nadu,Retail,749,72.61,73.56
Haryana,705.92,71,Small,2022-10-20,7,Lassi,Amul,973.01,12.84,12493.4484,16,Refrigerated,2022-10-12,2022-10-28,286,11.32,3237.52,Maharashtra,Wholesale,687,92.96,155.11
Rajasthan,354.9,35,Large,2022-01-12,7,Lassi,Mother Dairy,569.49,53.68,30570.2232,13,Refrigerated,2021-12-11,2021-12-24,204,56.13,11450.52,Maharashtra,Retail,365,33.86,89.13
Maharashtra,119.34,27,Medium,2022-12-22,1,Milk,Amul,362.17,80.86,29285.0662,29,Tetra Pack,2022-10-24,2022-11-22,284,80.5,22862.0,Bihar,Wholesale,78,91.6,57.23
Delhi,127.74,32,Medium,2021-03-26,3,Cheese,Dynamix Dairies,292.16,92.86,27129.977600000002,69,Refrigerated,2021-01-31,2021-04-10,177,88.29,15627.33,Haryana,Wholesale,115,87.91,27.03
Chandigarh,362.18,34,Large,2020-12-02,6,Curd,Amul,287.82,78.94,22720.5108,7,Refrigerated,2020-10-23,2020-10-30,270,81.44,21988.8,West Bengal,Wholesale,17,49.81,104.34
Tamil Nadu,632.56,38,Large,2022-08-08,4,Yogurt,Amul,78.61,51.29,4031.9069,25,Frozen,2022-07-16,2022-08-10,51,54.49,2778.99,Chandigarh,Retail,27,27.23,47.54
Madhya Pradesh,360.55,67,Small,2022-03-11,5,Ice Cream,Mother Dairy,844.73,79.44,67105.3512,24,Frozen,2022-01-11,2022-02-04,766,82.88,63486.08,Chandigarh,Online,78,83.31,51.2
Chandigarh,881.75,74,Medium,2022-12-15,10,Ghee,Amul,426.48,93.08,39696.7584,115,Ambient,2022-11-19,2023-03-14,324,92.73,30044.52,Karnataka,Online,102,71.3,96.39
Kerala,729.52,64,Small,2019-09-14,2,Butter,Mother Dairy,39.13,17.04,666.7752,36,Frozen,2019-09-11,2019-10-17,12,12.58,150.96,Uttar Pradesh,Online,27,95.8,184.81
Chandigarh,325.3,14,Small,2021-06-12,8,Buttermilk,Sudha,778.77,93.25,72620.3025,13,Refrigerated,2021-06-10,2021-06-23,728,95.65,69633.2,Kerala,Online,50,24.54,178.03
Maharashtra,187.73,75,Medium,2022-07-06,4,Yogurt,Mother Dairy,530.22,78.1,41410.182,27,Refrigerated,2022-07-03,2022-07-30,301,73.22,22039.22,Gujarat,Wholesale,229,10.52,82.91
Haryana,827.65,40,Small,2020-08-24,9,Paneer,Raj,371.6,39.71,14756.236,10,Refrigerated,2020-07-21,2020-07-31,165,36.83,6076.95,Maharashtra,Retail,206,72.62,113.54
Bihar,189.16,40,Medium,2022-06-03,8,Buttermilk,Mother Dairy,479.54,24.68,11835.0472,13,Refrigerated,2022-05-08,2022-05-21,43,24.14,1038.02,Kerala,Online,436,45.92,61.95
Gujarat,958.35,45,Medium,2021-05-21,8,Buttermilk,Mother Dairy,269.69,11.93,3217.4017,10,Refrigerated,2021-03-26,2021-04-05,77,15.44,1188.88,Delhi,Retail,192,99.38,139.81
Rajasthan,417.65,20,Small,2021-09-23,2,Butter,Warana,53.34,46.38,2473.9092000000005,25,Refrigerated,2021-08-12,2021-09-06,29,42.91,1244.39,Chandigarh,Online,24,74.38,158.42
Haryana,307.69,91,Small,2020-11-26,5,Ice Cream,Mother Dairy,288.12,70.72,20375.8464,30,Frozen,2020-10-05,2020-11-04,63,71.88,4528.44,Chandigarh,Online,225,46.33,99.29
Rajasthan,280.28,55,Large,2020-01-14,8,Buttermilk,Mother Dairy,102.05,52.36,5343.338,14,Refrigerated,2019-11-28,2019-12-12,16,50.56,808.96,West Bengal,Online,86,84.67,86.18
Tamil Nadu,274.74,24,Large,2020-02-16,1,Milk,Amul,933.28,46.59,43481.5152,25,Tetra Pack,2020-02-07,2020-03-03,485,44.83,21742.55,Madhya Pradesh,Wholesale,448,82.71,174.08
Delhi,522.08,97,Large,2022-09-10,3,Cheese,Passion Cheese,207.35,96.89,20090.141499999998,50,Frozen,2022-08-23,2022-10-12,67,97.48,6531.16,Gujarat,Wholesale,140,67.77,95.38
Jharkhand,218.43,12,Small,2019-03-03,3,Cheese,Dynamix Dairies,387.24,61.66,23877.218399999998,51,Frozen,2019-01-24,2019-03-16,70,58.3,4081.0,Jharkhand,Wholesale,317,91.37,34.8
Delhi,550.51,18,Large,2020-07-15,1,Milk,Mother Dairy,946.88,65.09,61632.419200000004,2,Polythene Packet,2020-06-28,2020-06-30,658,69.31,45605.98,Bihar,Wholesale,288,98.86,176.89
Chandigarh,217.49,78,Medium,2021-05-22,7,Lassi,Mother Dairy,113.75,67.47,7674.7125,15,Refrigerated,2021-04-19,2021-05-04,42,67.63,2840.46,Rajasthan,Retail,71,42.03,98.04
Rajasthan,781.33,78,Medium,2022-07-22,5,Ice Cream,Amul,648.17,50.34,32628.8778,26,Frozen,2022-06-30,2022-07-26,155,48.09,7453.95,Haryana,Retail,493,41.66,165.89
Maharashtra,659.59,62,Large,2022-08-01,2,Butter,Mother Dairy,335.63,80.81,27122.2603,29,Frozen,2022-07-05,2022-08-03,241,84.86,20451.26,Karnataka,Online,94,61.29,37.98
Tamil Nadu,389.5,33,Large,2022-01-04,4,Yogurt,Amul,335.77,72.01,24178.7977,25,Refrigerated,2021-11-26,2021-12-21,302,69.31,20931.62,Kerala,Retail,33,89.15,50.02
Haryana,156.18,39,Medium,2022-10-19,8,Buttermilk,Sudha,140.5,24.08,3383.24,11,Refrigerated,2022-10-06,2022-10-17,1,27.5,27.5,West Bengal,Wholesale,139,16.12,132.94
Rajasthan,693.46,41,Large,2021-12-23,8,Buttermilk,Amul,201.45,23.66,4766.307,14,Refrigerated,2021-11-26,2021-12-10,193,19.21,3707.53,Tamil Nadu,Online,8,55.15,171.51
Delhi,528.93,26,Medium,2019-01-20,2,Butter,Parag Milk Foods,210.36,80.1,16849.836,38,Refrigerated,2018-12-02,2019-01-09,197,83.02,16354.94,Bihar,Retail,13,91.66,112.36
Delhi,442.73,74,Large,2020-04-08,7,Lassi,Sudha,53.88,29.07,1566.2916,16,Refrigerated,2020-03-27,2020-04-12,6,29.66,177.96,Uttar Pradesh,Online,47,22.96,63.07
Bihar,922.91,22,Small,2019-03-22,9,Paneer,Amul,4.71,50.15,236.2065,14,Refrigerated,2019-03-14,2019-03-28,2,54.01,108.02,Chandigarh,Wholesale,2,27.82,84.36
Tamil Nadu,998.55,100,Medium,2019-06-28,7,Lassi,Raj,368.47,43.71,16105.8237,13,Refrigerated,2019-06-15,2019-06-28,36,40.43,1455.48,Haryana,Retail,332,65.83,114.41
Tamil Nadu,655.96,67,Large,2019-06-03,5,Ice Cream,Palle2patnam,475.07,26.14,12418.3298,23,Frozen,2019-05-10,2019-06-02,218,28.05,6114.9,Haryana,Retail,257,63.98,115.99
Delhi,319.54,31,Large,2020-01-06,4,Yogurt,Palle2patnam,251.73,80.55,20276.851499999997,24,Refrigerated,2019-12-10,2020-01-03,107,76.53,8188.71,Maharashtra,Retail,144,82.68,176.96
Bihar,170.19,86,Small,2020-08-10,4,Yogurt,Dodla Dairy,836.24,69.41,58043.418399999995,23,Refrigerated,2020-06-26,2020-07-19,127,70.15,8909.05,Delhi,Online,709,76.7,80.23
Delhi,124.25,22,Small,2022-02-06,3,Cheese,Amul,593.95,57.09,33908.605500000005,69,Refrigerated,2021-12-26,2022-03-05,71,52.51,3728.21,Bihar,Wholesale,522,60.71,50.52
Madhya Pradesh,668.45,86,Large,2021-02-09,2,Butter,Warana,65.85,54.62,3596.7269999999994,36,Frozen,2021-01-24,2021-03-01,13,52.51,682.63,Tamil Nadu,Retail,52,50.7,30.87
Jharkhand,895.34,51,Medium,2021-01-28,8,Buttermilk,Amul,868.06,68.4,59375.304000000004,14,Refrigerated,2020-12-04,2020-12-18,494,70.12,34639.28,Jharkhand,Retail,374,77.61,79.24
Madhya Pradesh,731.29,20,Small,2019-02-26,7,Lassi,Mother Dairy,59.17,68.23,4037.1691000000005,14,Refrigerated,2019-01-02,2019-01-16,45,71.74,3228.3,Rajasthan,Wholesale,14,28.94,168.87
Tamil Nadu,853.05,11,Small,2019-08-04,10,Ghee,Sudha,888.11,71.54,63535.38940000001,138,Ambient,2019-07-23,2019-12-08,353,68.14,24053.42,Kerala,Wholesale,535,37.75,147.07
Karnataka,285.99,28,Medium,2022-04-16,4,Yogurt,Amul,148.85,32.46,4831.671,28,Frozen,2022-04-12,2022-05-10,138,33.61,4638.18,Uttar Pradesh,Wholesale,10,16.41,62.4
Maharashtra,623.18,71,Medium,2020-04-25,7,Lassi,Amul,698.34,72.75,50804.235,15,Refrigerated,2020-04-07,2020-04-22,488,72.56,35409.28,Maharashtra,Retail,210,21.16,140.38
Gujarat,790.8,78,Large,2020-08-20,8,Buttermilk,Mother Dairy,839.68,36.59,30723.891200000002,11,Refrigerated,2020-07-27,2020-08-07,301,40.62,12226.62,Bihar,Online,538,32.63,134.41
Karnataka,268.3,86,Large,2019-03-13,10,Ghee,Sudha,615.81,17.43,10733.568299999999,143,Ambient,2019-03-06,2019-07-27,322,14.47,4659.34,Tamil Nadu,Wholesale,293,48.72,43.71
Uttar Pradesh,326.54,48,Large,2021-03-09,3,Cheese,Amul,338.79,84.66,28681.9614,55,Frozen,2021-01-29,2021-03-25,32,83.14,2660.48,Delhi,Online,306,61.48,99.28
Delhi,75.81,21,Small,2022-12-13,3,Cheese,Passion Cheese,100.26,14.47,1450.7622000000001,88,Refrigerated,2022-12-03,2023-03-01,8,9.96,79.68,Telangana,Retail,92,83.87,25.47
Bihar,32.9,48,Medium,2021-10-10,10,Ghee,Sudha,742.3,83.62,62071.126,104,Ambient,2021-09-10,2021-12-23,57,85.71,4885.47,Bihar,Wholesale,685,85.25,95.18
West Bengal,150.44,88,Small,2019-04-18,8,Buttermilk,Mother Dairy,642.65,93.66,60190.598999999995,12,Refrigerated,2019-04-05,2019-04-17,518,91.36,47324.48,Bihar,Wholesale,124,98.01,115.41
Telangana,636.01,44,Large,2021-09-24,6,Curd,Sudha,845.79,38.34,32427.588600000003,6,Refrigerated,2021-08-27,2021-09-02,708,41.03,29049.24,West Bengal,Online,137,51.22,49.88
Karnataka,109.65,10,Medium,2022-01-19,2,Butter,Mother Dairy,522.76,85.78,44842.3528,26,Refrigerated,2021-12-15,2022-01-10,424,81.71,34645.04,Maharashtra,Wholesale,98,74.49,75.63
Chandigarh,220.42,36,Large,2021-03-24,7,Lassi,Mother Dairy,450.59,47.43,21371.483699999997,15,Refrigerated,2021-03-08,2021-03-23,8,44.5,356.0,Rajasthan,Wholesale,442,85.03,171.29
Telangana,499.65,22,Medium,2020-10-14,6,Curd,Amul,695.02,49.56,34445.1912,7,Refrigerated,2020-09-29,2020-10-06,285,45.74,13035.9,Kerala,Retail,410,63.89,107.11
Tamil Nadu,963.9,57,Small,2019-02-13,6,Curd,Sudha,775.56,91.21,70738.82759999999,6,Refrigerated,2019-02-09,2019-02-15,287,94.56,27138.72,Bihar,Retail,488,19.56,96.94
Madhya Pradesh,123.53,37,Medium,2022-12-24,2,Butter,Warana,412.57,25.11,10359.6327,29,Frozen,2022-12-22,2023-01-20,304,27.85,8466.4,Uttar Pradesh,Retail,108,63.17,147.5
Chandigarh,696.91,34,Medium,2021-09-22,5,Ice Cream,Mother Dairy,27.64,27.1,749.0440000000001,21,Frozen,2021-07-30,2021-08-20,21,28.69,602.49,Delhi,Wholesale,6,61.62,105.64
